Sample_ID1 Sample_ID2 Sample_ID3 Sample_ID4 Sample_ID5
lane821s003037 lane122s000540 lane122s000528 lane121s003971 lane121s003952
lane121s003964 lane122s000517 lane821s003038 lane122s000541 lane121s003954
lane121s003963 lane122s000537 lane121s003954 lane122s000518 lane122s000516
lane122s000518 lane121s003965 lane121s003971 lane122s000537 lane121s003979
lane122s000521 lane122s000528 lane121s003958 lane821s003040 lane122s000535
lane121s003955 lane122s000544 lane122s000516 lane122s000537 lane821s003043
lane122s000538 lane122s000522 lane821s003035 lane121s003963 lane122s000544
lane122s000529 lane121s003955 lane821s003037 lane821s003044 lane121s003978
lane122s000543 lane121s003958 lane121s003965 lane121s003955 lane821s003035
lane121s003971 lane122s000521 lane122s000544 lane121s003958 lane821s003037
lane121s003952 lane821s003042 lane821s003038 lane121s003995 lane122s000541
lane122s000516 lane122s000540 lane122s000530 lane122s000528 lane121s003968
lane122s000535 lane821s003038 lane122s000544 lane121s003954 lane121s003995
lane121s003964 lane121s003951 lane122s000525 lane121s003968 lane821s003035
lane121s003958 lane821s003043 lane122s000540 lane121s003978 lane122s000543
lane122s000528 lane821s003042 lane821s003044 lane122s000529 lane122s000518
lane821s003041 lane121s003971 lane821s003044 lane122s000529 lane821s003042
lane821s003044 lane122s000522 lane122s000527 lane122s000528 lane121s003954
lane121s003964 lane121s003963 lane122s000530 lane121s003953 lane121s003951
lane821s003036 lane122s000517 lane122s000543 lane821s003038 lane122s000528
lane821s003041 lane122s000528 lane821s003043 lane122s000516 lane121s003968
lane121s003951 lane121s003968 lane122s000544 lane122s000541 lane122s000540
lane121s003955 lane122s000541 lane121s003979 lane122s000521 lane821s003036
lane122s000535 lane121s003955 lane821s003043 lane821s003035 lane821s003036
lane122s000527 lane122s000543 lane121s003965 lane121s003951 lane821s003044
lane122s000516 lane121s003954 lane121s003965 lane121s003995 lane122s000529
lane821s003038 lane122s000540 lane121s003952 lane821s003041 lane122s000535
lane122s000518 lane121s003954 lane121s003951 lane122s000538 lane121s003952
lane122s000529 lane121s003979 lane821s003035 lane121s003953 lane821s003042
lane121s003968 lane121s003971 lane122s000521 lane821s003042 lane821s003038
lane122s000518 lane122s000516 lane821s003044 lane121s003953 lane121s003978
lane121s003964 lane121s003968 lane122s000521 lane122s000522 lane122s000544
lane121s003965 lane121s003979 lane821s003037 lane122s000522 lane122s000528
lane122s000530 lane122s000541 lane121s003954 lane121s003953 lane121s003978
lane122s000535 lane121s003979 lane121s003978 lane121s003954 lane122s000527
lane121s003979 lane121s003958 lane122s000528 lane121s003995 lane121s003978
lane821s003040 lane121s003964 lane122s000535 lane821s003042 lane821s003036
lane122s000537 lane122s000525 lane121s003971 lane121s003955 lane122s000528
lane122s000517 lane121s003978 lane122s000521 lane821s003038 lane121s003971
lane121s003952 lane121s003958 lane121s003964 lane821s003043 lane821s003040
lane121s003978 lane821s003040 lane821s003035 lane122s000516 lane121s003954
lane122s000530 lane821s003043 lane122s000521 lane121s003951 lane122s000516
lane122s000530 lane821s003040 lane122s000543 lane122s000518 lane122s000517
lane121s003995 lane821s003035 lane122s000540 lane121s003952 lane121s003953
lane121s003958 lane121s003952 lane121s003996 lane821s003037 lane122s000525
lane121s003965 lane122s000522 lane122s000544 lane121s003971 lane121s003963
lane122s000530 lane821s003035 lane122s000517 lane122s000537 lane122s000540
lane121s003995 lane121s003955 lane121s003978 lane122s000517 lane821s003035
lane122s000530 lane121s003996 lane821s003044 lane122s000521 lane122s000529
lane121s003953 lane121s003965 lane821s003043 lane122s000525 lane121s003968
lane121s003978 lane122s000530 lane821s003040 lane122s000543 lane121s003996
lane121s003964 lane821s003040 lane122s000525 lane121s003955 lane121s003978
lane821s003043 lane121s003971 lane821s003035 lane122s000528 lane122s000538
lane122s000530 lane122s000540 lane821s003041 lane121s003965 lane122s000527
lane121s003995 lane821s003038 lane122s000517 lane821s003040 lane122s000537
lane821s003042 lane122s000540 lane122s000521 lane121s003954 lane122s000529
lane121s003979 lane821s003035 lane821s003040 lane121s003995 lane121s003963
lane121s003995 lane122s000529 lane122s000527 lane122s000522 lane122s000544
lane121s003996 lane821s003038 lane122s000530 lane122s000518 lane821s003043
lane122s000518 lane821s003037 lane121s003965 lane821s003035 lane122s000528
lane122s000543 lane121s003964 lane821s003038 lane121s003996 lane121s003979
lane821s003037 lane121s003955 lane121s003965 lane121s003995 lane121s003963
lane821s003041 lane122s000543 lane122s000529 lane821s003038 lane122s000516
lane121s003954 lane122s000525 lane122s000543 lane121s003958 lane122s000530
lane122s000529 lane122s000522 lane122s000525 lane121s003979 lane121s003995
lane122s000525 lane122s000517 lane121s003964 lane121s003955 lane122s000529
lane121s003964 lane121s003965 lane122s000530 lane821s003035 lane122s000517
lane821s003037 lane122s000516 lane121s003952 lane821s003043 lane122s000535
lane122s000535 lane821s003044 lane122s000529 lane122s000518 lane121s003952
lane821s003035 lane122s000543 lane821s003037 lane821s003043 lane122s000521
lane121s003951 lane121s003971 lane121s003965 lane121s003952 lane121s003963
lane121s003965 lane121s003971 lane821s003036 lane121s003954 lane821s003043
lane122s000527 lane821s003036 lane122s000535 lane122s000518 lane821s003041
lane122s000517 lane121s003953 lane821s003036 lane121s003971 lane121s003996
lane821s003042 lane821s003040 lane121s003955 lane821s003037 lane821s003044
lane121s003979 lane821s003044 lane122s000516 lane121s003964 lane122s000535
lane821s003042 lane121s003971 lane122s000543 lane821s003040 lane122s000544
lane122s000518 lane122s000529 lane122s000541 lane121s003964 lane122s000527
lane121s003952 lane122s000530 lane121s003996 lane821s003036 lane122s000543
lane122s000530 lane821s003038 lane821s003044 lane122s000540 lane122s000527
lane122s000517 lane122s000528 lane122s000540 lane122s000537 lane121s003958
lane821s003040 lane122s000544 lane121s003968 lane121s003958 lane122s000516
lane121s003996 lane821s003044 lane122s000544 lane122s000525 lane122s000535
lane821s003036 lane121s003952 lane121s003953 lane122s000530 lane122s000535
lane121s003952 lane821s003036 lane121s003965 lane122s000527 lane121s003996
lane121s003968 lane821s003044 lane121s003951 lane122s000522 lane122s000543
lane121s003963 lane122s000535 lane121s003996 lane122s000528 lane821s003042
lane122s000517 lane122s000544 lane121s003971 lane122s000521 lane121s003963
lane121s003954 lane821s003038 lane122s000518 lane821s003037 lane121s003955
lane121s003964 lane821s003035 lane821s003036 lane122s000530 lane121s003954
lane122s000537 lane821s003036 lane122s000535 lane121s003958 lane122s000543
lane121s003958 lane122s000517 lane121s003952 lane821s003042 lane122s000516
lane821s003040 lane122s000518 lane821s003036 lane121s003968 lane121s003971
lane121s003996 lane121s003968 lane122s000538 lane122s000516 lane821s003038
lane122s000544 lane122s000540 lane821s003037 lane121s003995 lane121s003951
lane821s003038 lane821s003037 lane121s003979 lane122s000538 lane122s000537
lane121s003964 lane121s003995 lane121s003951 lane121s003958 lane121s003963
lane122s000535 lane121s003953 lane122s000529 lane122s000537 lane122s000516
lane121s003953 lane821s003036 lane122s000518 lane122s000537 lane121s003963
lane121s003958 lane821s003036 lane121s003968 lane821s003044 lane122s000540
lane121s003965 lane121s003954 lane121s003953 lane122s000518 lane121s003963
lane121s003968 lane121s003958 lane121s003955 lane121s003954 lane821s003044
lane821s003036 lane121s003964 lane121s003996 lane121s003963 lane122s000522
lane122s000540 lane121s003996 lane122s000543 lane122s000530 lane821s003038
lane122s000535 lane821s003040 lane122s000538 lane122s000516 lane122s000530
lane121s003963 lane122s000517 lane122s000530 lane121s003965 lane122s000522
lane122s000525 lane122s000522 lane121s003979 lane122s000538 lane821s003044
lane121s003958 lane121s003955 lane121s003963 lane121s003971 lane122s000517
lane121s003963 lane121s003979 lane122s000538 lane122s000544 lane821s003044
lane122s000530 lane121s003958 lane121s003995 lane122s000517 lane122s000535
lane122s000528 lane122s000540 lane821s003037 lane122s000522 lane821s003041
lane122s000522 lane121s003955 lane121s003965 lane122s000538 lane122s000529
lane821s003035 lane121s003951 lane122s000522 lane121s003965 lane821s003042
lane122s000525 lane122s000528 lane122s000517 lane121s003952 lane122s000516
lane821s003041 lane121s003958 lane821s003035 lane121s003979 lane121s003968
lane122s000527 lane821s003043 lane122s000535 lane122s000521 lane122s000543
lane122s000538 lane121s003951 lane121s003958 lane821s003043 lane122s000521
lane821s003041 lane122s000528 lane122s000518 lane121s003996 lane821s003042
lane821s003038 lane122s000528 lane122s000543 lane121s003996 lane821s003040
lane121s003958 lane122s000538 lane121s003995 lane121s003968 lane122s000540
lane121s003996 lane121s003964 lane121s003995 lane122s000517 lane821s003036
lane122s000517 lane821s003043 lane122s000535 lane122s000522 lane121s003952
lane821s003037 lane122s000527 lane121s003951 lane821s003036 lane122s000538
lane121s003965 lane122s000530 lane121s003958 lane121s003971 lane122s000535
lane821s003038 lane122s000527 lane121s003978 lane121s003963 lane121s003964
lane821s003044 lane121s003995 lane821s003038 lane121s003955 lane122s000528
lane121s003954 lane122s000535 lane122s000541 lane821s003036 lane821s003040
lane821s003042 lane121s003951 lane821s003036 lane122s000538 lane121s003965
lane122s000530 lane821s003043 lane122s000541 lane121s003965 lane821s003042
lane122s000544 lane122s000517 lane121s003971 lane122s000518 lane122s000543
lane821s003041 lane122s000540 lane122s000537 lane821s003037 lane122s000543
lane121s003964 lane122s000525 lane122s000544 lane821s003035 lane121s003978
lane122s000521 lane121s003965 lane821s003035 lane122s000540 lane122s000527
lane821s003041 lane122s000522 lane121s003978 lane121s003963 lane122s000544
lane821s003042 lane121s003963 lane121s003971 lane121s003978 lane122s000517
lane122s000528 lane821s003041 lane821s003042 lane122s000538 lane121s003951
lane121s003953 lane121s003958 lane821s003040 lane821s003041 lane122s000529
lane122s000541 lane821s003038 lane122s000535 lane122s000516 lane821s003043
lane122s000525 lane821s003043 lane121s003979 lane122s000541 lane121s003963
lane122s000527 lane821s003043 lane122s000530 lane121s003979 lane821s003038
lane122s000517 lane121s003951 lane121s003995 lane821s003037 lane121s003964
lane122s000528 lane122s000521 lane121s003968 lane121s003996 lane121s003954
lane121s003978 lane122s000538 lane122s000522 lane122s000517 lane821s003041
lane122s000517 lane121s003958 lane122s000543 lane121s003971 lane122s000518
lane121s003952 lane122s000544 lane122s000517 lane121s003955 lane121s003953
lane121s003952 lane122s000538 lane122s000516 lane122s000517 lane821s003036
lane121s003971 lane122s000529 lane122s000528 lane122s000521 lane121s003995
lane821s003038 lane821s003040 lane122s000537 lane821s003041 lane121s003953
lane121s003964 lane121s003952 lane821s003038 lane122s000537 lane122s000525
lane122s000527 lane821s003044 lane121s003952 lane121s003965 lane122s000544
lane121s003978 lane121s003958 lane121s003964 lane122s000516 lane821s003044
lane121s003979 lane121s003968 lane122s000537 lane122s000527 lane122s000529
lane121s003958 lane121s003951 lane121s003955 lane122s000527 lane121s003965
lane121s003963 lane122s000538 lane122s000527 lane821s003042 lane122s000543
lane122s000516 lane121s003953 lane122s000518 lane121s003952 lane121s003963
lane121s003958 lane122s000544 lane122s000543 lane821s003041 lane121s003965
lane122s000521 lane821s003035 lane122s000528 lane122s000540 lane122s000527
lane121s003971 lane122s000527 lane122s000537 lane122s000521 lane121s003964
lane122s000527 lane821s003038 lane121s003996 lane821s003040 lane121s003968
lane122s000540 lane122s000522 lane122s000535 lane121s003952 lane121s003951
lane122s000522 lane121s003951 lane821s003040 lane121s003963 lane821s003042
lane121s003996 lane121s003958 lane121s003964 lane122s000544 lane121s003995
lane121s003955 lane821s003042 lane122s000522 lane821s003038 lane122s000541
lane121s003978 lane821s003037 lane122s000544 lane122s000528 lane122s000535
lane122s000529 lane122s000516 lane122s000522 lane122s000528 lane122s000537
lane122s000525 lane821s003037 lane122s000527 lane122s000544 lane121s003954
lane122s000518 lane122s000521 lane821s003043 lane121s003953 lane821s003038
lane821s003040 lane821s003043 lane122s000521 lane122s000522 lane121s003965
lane122s000530 lane821s003040 lane121s003964 lane121s003952 lane122s000522
lane122s000541 lane121s003979 lane121s003965 lane121s003951 lane121s003963
lane821s003036 lane122s000540 lane821s003035 lane122s000521 lane821s003038
lane122s000543 lane121s003978 lane121s003955 lane122s000544 lane121s003968
lane122s000530 lane121s003979 lane122s000516 lane122s000525 lane821s003041
lane121s003963 lane121s003954 lane122s000541 lane821s003041 lane122s000517
lane122s000544 lane121s003996 lane122s000521 lane121s003965 lane122s000538
lane122s000538 lane122s000521 lane122s000518 lane121s003953 lane122s000529
lane821s003035 lane821s003037 lane821s003038 lane821s003040 lane122s000516
lane122s000530 lane121s003958 lane122s000540 lane122s000528 lane121s003952
lane121s003958 lane121s003964 lane122s000527 lane121s003953 lane122s000517
lane121s003968 lane122s000517 lane821s003037 lane122s000530 lane121s003952
lane122s000541 lane821s003043 lane121s003965 lane821s003044 lane121s003964
lane122s000535 lane122s000527 lane121s003996 lane122s000517 lane122s000538
lane121s003964 lane121s003958 lane121s003978 lane121s003951 lane821s003038
lane122s000529 lane821s003041 lane121s003978 lane122s000517 lane122s000518
lane122s000525 lane122s000529 lane121s003958 lane121s003954 lane121s003963
lane821s003038 lane122s000541 lane121s003971 lane122s000525 lane122s000521
lane122s000517 lane122s000544 lane121s003958 lane121s003964 lane821s003042
lane122s000517 lane821s003035 lane121s003954 lane121s003958 lane121s003952
lane122s000525 lane122s000516 lane121s003995 lane821s003037 lane122s000538
lane122s000518 lane821s003044 lane122s000544 lane821s003043 lane122s000517
lane122s000521 lane122s000528 lane121s003971 lane121s003952 lane821s003044
lane121s003955 lane122s000528 lane821s003042 lane122s000540 lane121s003964
lane122s000540 lane821s003041 lane122s000530 lane122s000516 lane122s000529
lane121s003971 lane121s003965 lane821s003040 lane821s003037 lane122s000529
lane122s000543 lane122s000521 lane121s003963 lane122s000540 lane122s000528
lane122s000528 lane122s000521 lane122s000516 lane122s000537 lane821s003040
lane821s003044 lane121s003951 lane821s003037 lane121s003953 lane121s003971
lane121s003978 lane122s000538 lane121s003963 lane121s003965 lane121s003995
lane121s003958 lane821s003038 lane122s000540 lane121s003963 lane122s000543
lane121s003958 lane122s000525 lane122s000543 lane821s003043 lane122s000538
lane121s003965 lane121s003979 lane821s003037 lane122s000521 lane122s000528
lane121s003958 lane121s003968 lane122s000540 lane122s000516 lane122s000529
lane121s003952 lane121s003978 lane122s000538 lane821s003035 lane121s003971
