gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
lane121s003962_megahit_k141_1488-flag=1-multi=6.0000-len=4531_4	3694	3963	270	-1	0.548	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003962_megahit_k141_1488-flag=1-multi=6.0000-len=4531_5	4017	4184	168	-1	0.536	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003962_megahit_k141_1488-flag=1-multi=6.0000-len=4531_6	4181	4408	228	-1	0.509	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_1	150	467	318	-1	0.629	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_2	469	774	306	-1	0.569	11	AGGA	GENOMAD.211768.VP	4.174e-37	135	0	0	1	2561	Caudoviricetes	NA	NA	PF05135	Phage gp6-like head-tail connector protein
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_3	946	1440	495	-1	0.592	11	AGxAGG/AGGxGG	GENOMAD.034909.VV	6.73e-36	135	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_4	1442	1720	279	-1	0.595	11	GGA/GAG/AGG	GENOMAD.221055.VP	1.888e-10	58	0	0	0	2561	Caudoviricetes	NA	NA	TIGR02646	NA
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_5	1803	2189	387	-1	0.587	11	AGGAG	GENOMAD.142494.VP	1.324e-45	161	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_6	2220	3368	1149	-1	0.589	11	GGAG/GAGG	GENOMAD.054769.VV	1.04e-24	110	0	0	1	2561	Caudoviricetes	NA	NA	PF05065	phage major capsid protein, HK97 family
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_7	3365	3910	546	-1	0.593	11	None	GENOMAD.119462.VV	3.16e-11	64	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01543	phage prohead protease, HK97 family
lane121s003962_megahit_k141_101-flag=1-multi=5.0000-len=4189_8	3910	4188	279	-1	0.581	11	None	GENOMAD.033579.VV	3.445e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003962_megahit_k141_1082-flag=1-multi=4.0000-len=1927_1	1	627	627	1	0.565	11	None	GENOMAD.179239.VC	5.978e-10	61	0	0	1	2561	Caudoviricetes	NA	NA	PF04860	phage portal protein, HK97 family
lane121s003962_megahit_k141_1082-flag=1-multi=4.0000-len=1927_2	661	1119	459	1	0.556	11	GGA/GAG/AGG	GENOMAD.193729.VP	4.068e-18	83	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003962_megahit_k141_1082-flag=1-multi=4.0000-len=1927_3	1116	1724	609	1	0.548	11	AGGAGG	GENOMAD.210408.VV	1.844e-19	89	0	0	1	2561	Caudoviricetes	NA	NA	PF04586	Phage head maturation protease
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_1	3	1097	1095	1	0.361	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_2	1051	1464	414	1	0.271	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_3	1523	2587	1065	-1	0.397	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_4	2584	2823	240	-1	0.292	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_5	2823	3059	237	-1	0.346	11	GGA/GAG/AGG	GENOMAD.219823.VP	1.767e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	PF10779	Haemolysin XhlA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_6	3098	9265	6168	-1	0.396	11	AGGA/GGAG/GAGG	GENOMAD.099127.VP	1.034e-103	377	0	0	0	2561	Caudoviricetes	NA	NA	COG4926	Phage-related protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_7	9269	10732	1464	-1	0.418	11	AGGAG	GENOMAD.090257.VV	1.19e-127	417	0	0	1	2561	Caudoviricetes	NA	NA	PF05709	Phage tail protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_8	10814	13984	3171	-1	0.409	11	GGAG/GAGG	GENOMAD.129229.VP	1.683e-49	196	0	0	1	2561	Caudoviricetes	NA	NA	COG5280	Phage-related minor tail protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_9	14075	14764	690	-1	0.394	11	AGxAG	GENOMAD.013935.VV	4.36e-13	71	0	0	0	2561	Caudoviricetes	NA	NA	PF06854	Bacteriophage Gp15 protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_10	14771	15175	405	-1	0.373	11	AGGAG	GENOMAD.111891.VV	3.351e-30	117	0	0	1	2561	Caudoviricetes	NA	NA	PF10666	Phage tail assembly chaperone protein Gp14 ()A118
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_11	15264	15695	432	-1	0.428	11	AGGAG	GENOMAD.010856.VV	3.831e-24	100	0	0	1	2561	Caudoviricetes	NA	NA	PF16461	Predicted secreted protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_12	15715	16134	420	-1	0.352	11	AGGAG	GENOMAD.111323.VV	7.815e-73	240	0	0	1	2561	Caudoviricetes	NA	NA	PF12691	Bacteriophage minor capsid protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_13	16145	16495	351	-1	0.413	11	GGAG/GAGG	GENOMAD.081504.VP	2.787e-40	145	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	Minor capsid protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_14	16492	16827	336	-1	0.384	11	GGA/GAG/AGG	GENOMAD.023101.VV	1.103e-31	120	0	0	1	2561	Caudoviricetes	NA	NA	PF10665	Minor capsid protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_15	16820	17221	402	-1	0.388	11	GGA/GAG/AGG	GENOMAD.002834.VV	1.081e-33	127	0	0	0	2561	Caudoviricetes	NA	NA	PF11436	Putative DnaT-like ssDNA binding protein
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_16	17230	17469	240	-1	0.329	11	AGGA	GENOMAD.059335.VV	1.227e-16	75	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_17	17523	18416	894	-1	0.387	11	AGGAG	GENOMAD.075076.VV	1.17e-119	384	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_18	18482	19123	642	-1	0.399	11	AGGAG	GENOMAD.136735.VP	8.22e-83	273	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_19	19135	20256	1122	-1	0.430	11	AGGAG	GENOMAD.062949.VV	1.514e-76	263	0	0	1	2561	Caudoviricetes	NA	NA	PF06152	Phage minor capsid protein 2
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_20	20256	21758	1503	-1	0.365	11	GGA/GAG/AGG	GENOMAD.161101.VP	8.152e-107	357	0	0	0	2561	Caudoviricetes	NA	NA	PF13876	Phage protein (N4 Gp49/phage Sf6 gene 66) family
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_21	21771	23048	1278	-1	0.389	11	AGxAGG/AGGxGG	GENOMAD.064889.VV	1.203e-191	599	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF17288	phage terminase, large subunit, PBSX family
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_22	23029	23883	855	-1	0.379	11	None	GENOMAD.099768.VV	2.669e-29	121	0	0	1	2561	Caudoviricetes	NA	NA	PF11242	Uncharacterized protein YjcR, contains N-terminal HTH domain
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_23	23934	24164	231	-1	0.333	11	AGGAGG	GENOMAD.224285.VP	2.599e-30	114	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_24	24264	24470	207	1	0.314	11	GGAG/GAGG	GENOMAD.206131.PV	7.464e-24	95	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_25	24550	24951	402	-1	0.341	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_26	25596	25793	198	-1	0.379	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_27	25865	26089	225	-1	0.267	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_28	26906	27286	381	-1	0.323	11	GGA/GAG/AGG	GENOMAD.220977.VP	2.617e-29	114	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_29	27425	28150	726	-1	0.386	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_30	28999	29163	165	1	0.333	11	AGxAGG/AGGxGG	GENOMAD.197439.PV	2.297e-21	87	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_31	29938	30297	360	-1	0.294	11	GGA/GAG/AGG	GENOMAD.159329.VP	1.307e-49	172	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_32	30863	31222	360	1	0.297	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_33	31446	31586	141	-1	0.383	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_34	31595	31993	399	-1	0.401	11	AGGAG	GENOMAD.212912.VP	3.902e-44	157	0	0	0	2561	Caudoviricetes	NA	NA	PF07768	PVL ORF-50-like family
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_35	32004	32273	270	-1	0.426	11	None	GENOMAD.223053.VP	6.99e-42	148	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_36	32270	32491	222	-1	0.369	11	AGGA	GENOMAD.222806.VP	1.243e-28	109	0	0	0	2561	Caudoviricetes	NA	NA	PF07750	GcrA cell cycle regulator
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_37	32472	32735	264	-1	0.455	11	GGA/GAG/AGG	GENOMAD.224296.VP	3.551e-17	77	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_38	32748	33506	759	-1	0.403	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_39	33490	34362	873	-1	0.373	11	GGA/GAG/AGG	GENOMAD.123159.VP	1.565e-26	113	0	0	0	2561	Caudoviricetes	NA	NA	PF09681	phage replisome organizer, putative, N-terminal region
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_40	34363	34539	177	-1	0.452	11	AGGAG	GENOMAD.222476.VP	2.923e-07	47	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_41	34557	35189	633	-1	0.374	11	GGAG/GAGG	GENOMAD.121310.VP	9.613e-34	131	0	0	0	2561	Caudoviricetes	NA	NA	PF06378	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_42	35207	35383	177	-1	0.356	11	None	GENOMAD.225743.VP	4.721e-31	115	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_43	35385	35585	201	-1	0.358	11	AGGAG	GENOMAD.223464.VP	1.761e-29	111	0	0	0	2561	Caudoviricetes	NA	NA	PF09466	Hypothetical protein Yqai
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_44	36098	36235	138	-1	0.348	11	AGGA	GENOMAD.224246.VP	9.017e-19	79	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_45	36232	36369	138	-1	0.275	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_46	36440	36658	219	1	0.324	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_47	36741	36974	234	-1	0.359	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_48	37001	37771	771	-1	0.402	11	GGA/GAG/AGG	GENOMAD.024598.VV	1.506e-11	67	0	0	0	2561	Caudoviricetes	NA	NA	COG3617	Prophage antirepressor
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_49	37856	38050	195	-1	0.328	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_50	38243	38602	360	1	0.317	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_51	38613	38762	150	-1	0.313	11	GGA/GAG/AGG	GENOMAD.226271.VP	5.686e-25	97	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_52	39360	39707	348	1	0.368	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_53	39878	40399	522	1	0.310	11	GGA/GAG/AGG	GENOMAD.225170.VP	3.472e-56	194	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_54	40425	40997	573	1	0.332	11	GGAG/GAGG	GENOMAD.207714.PV	1.121e-110	352	0	1	0	1	NA	NA	NA	PF02402	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_55	41060	42217	1158	1	0.282	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_56	42532	42888	357	1	0.375	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_57	43010	43159	150	1	0.407	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_58	43709	44239	531	-1	0.315	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_59	44244	45590	1347	-1	0.303	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_60	45954	46478	525	-1	0.307	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_61	46741	46914	174	1	0.397	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_62	48078	48905	828	1	0.324	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_63	48898	49257	360	1	0.336	11	None	GENOMAD.219789.PV	1.995e-69	229	0	0	0	1	NA	NA	NA	PF17363	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_64	49344	49616	273	1	0.297	11	None	GENOMAD.209935.PV	7.339e-42	148	0	0	0	1	NA	NA	NA	PF17363	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_65	49660	50250	591	-1	0.435	11	AGGAG(G)/GGAGG	GENOMAD.168641.PV	9.72e-07	51	0	0	0	1	NA	NA	NA	PF13152	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_66	50380	50694	315	-1	0.327	11	None	GENOMAD.205725.PC	3.879e-55	187	0	0	0	1	NA	NA	NA	PF01337	Barstar, RNAse (barnase) inhibitor
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_67	50720	50962	243	-1	0.272	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_68	51195	51440	246	-1	0.325	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_69	51437	51616	180	-1	0.294	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_70	51682	51855	174	-1	0.391	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_71	51967	52179	213	-1	0.310	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_72	52771	53025	255	-1	0.404	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_73	53359	53634	276	1	0.402	11	GGA/GAG/AGG	GENOMAD.183231.PC	1.03e-46	162	0	0	0	1	NA	NA	NA	PF11328	type VII secretion effector, SACOL2603 family
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_74	53675	54037	363	1	0.342	11	AGGAG	GENOMAD.161715.PC	1.038e-68	227	0	0	0	1	NA	NA	NA	PF13125	NA
lane121s003968_megahit_k141_107-flag=0-multi=506.7778-len=54840_75	54034	54840	807	1	0.361	11	GGAG/GAGG	GENOMAD.151403.PC	4.686e-17	84	0	0	0	1	NA	NA	NA	PF14412	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_1	3	146	144	-1	0.368	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_2	158	427	270	-1	0.404	11	GGAGG	GENOMAD.223053.VP	2.609e-36	132	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_3	429	824	396	-1	0.396	11	GGA/GAG/AGG	GENOMAD.100603.VV	2.52e-48	169	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_4	837	1049	213	-1	0.347	11	AGGAG	GENOMAD.127877.VV	2.665e-27	105	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_5	1054	2361	1308	-1	0.392	11	GGAG/GAGG	GENOMAD.068048.VV	4.631e-08	58	0	0	1	2561	Caudoviricetes	NA	NA	PF20307	phage replicative helicase, DnaB family, HK022 subfamily
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_6	2372	3112	741	-1	0.341	11	AGxAGG/AGGxGG	GENOMAD.069519.VV	2.861e-13	72	0	0	0	2561	Caudoviricetes	NA	NA	PF13730;PF06926	Pyocin large subunit
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_7	3112	3333	222	-1	0.392	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_8	3333	3518	186	-1	0.419	11	AGGAG	GENOMAD.222476.VP	1.707e-06	45	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_9	3533	4159	627	-1	0.381	11	GGAG/GAGG	GENOMAD.121310.VP	4.045e-34	132	0	0	0	2561	Caudoviricetes	NA	NA	PF06378	NA
lane121s003971_bin.1.s_NODE_26_length_4358_cov_5.435412_10	4177	4356	180	-1	0.339	11	None	GENOMAD.225743.VP	1.235e-29	111	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_1	1	423	423	-1	0.350	11	AGxAGG/AGGxGG	GENOMAD.220977.VP	5.722e-27	108	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_2	560	781	222	-1	0.365	11	GGA/GAG/AGG	GENOMAD.226228.VP	4.5e-31	116	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_3	762	1184	423	-1	0.374	11	AGGA/GGAG/GAGG	GENOMAD.134258.VP	2.826e-26	106	0	0	0	2561	Caudoviricetes	NA	NA	PF06356	Endonuclease domain
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_4	1181	1363	183	-1	0.344	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_5	1381	1554	174	-1	0.379	11	GGAG/GAGG	GENOMAD.225238.VP	4.993e-30	112	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_6	1584	1766	183	-1	0.322	11	GGAGG	GENOMAD.155519.VV	5.001e-24	95	0	0	0	9913	Herelleviridae	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_7	1882	2076	195	-1	0.390	11	GGA/GAG/AGG	GENOMAD.092841.VV	4.233e-13	64	0	0	0	9913	Herelleviridae	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_27_length_2751_cov_43.425206_8	2113	2751	639	-1	0.412	11	None	GENOMAD.225264.VP	5.354e-05	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_28_length_2572_cov_1.851303_1	2	406	405	1	0.388	11	None	GENOMAD.079256.VV	8.954e-10	58	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_28_length_2572_cov_1.851303_2	422	895	474	1	0.359	11	AGGAG	GENOMAD.077210.VV	3.315e-49	173	0	0	1	1	NA	NA	NA	PF06199	phage major tail protein, TP901-1 family
lane121s003971_bin.1.s_NODE_28_length_2572_cov_1.851303_3	961	1383	423	1	0.371	11	AGGAG	GENOMAD.117604.VV	6.886e-25	102	0	0	1	1	NA	NA	NA	PF12363	Phage tail assembly chaperone protein, TAC
lane121s003971_bin.1.s_NODE_28_length_2572_cov_1.851303_4	1437	1697	261	1	0.372	11	None	GENOMAD.070311.VV	9.42e-30	113	0	0	1	2561	Caudoviricetes	NA	NA	PF09550	Phage tail assembly chaperone protein, TAC
lane121s003971_bin.1.s_NODE_28_length_2572_cov_1.851303_5	1717	2571	855	1	0.393	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_40_length_1900_cov_15.628634_1	2	811	810	1	0.390	11	None	GENOMAD.146185.VP	4.704e-22	99	0	0	0	2561	Caudoviricetes	NA	NA	PF14550	Putative phage serine protease XkdF
lane121s003971_bin.1.s_NODE_40_length_1900_cov_15.628634_2	827	1744	918	1	0.387	11	AGGAGG	GENOMAD.212204.VP	1.659e-163	511	0	0	1	2561	Caudoviricetes	NA	NA	PF05125	phage major capsid protein, P2 family
lane121s003971_bin.1.s_NODE_40_length_1900_cov_15.628634_3	1763	1900	138	1	0.391	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_44_length_1825_cov_95.297483_1	45	764	720	-1	0.381	11	GGxGG	GENOMAD.205313.VV	5.119e-11	65	0	0	1	2561	Caudoviricetes	NA	NA	PF10668	Uncharacterized protein YjcR, contains N-terminal HTH domain
lane121s003971_bin.1.s_NODE_44_length_1825_cov_95.297483_2	866	1552	687	-1	0.335	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_44_length_1825_cov_95.297483_3	1564	1824	261	-1	0.406	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_49_length_1497_cov_2.059155_1	103	915	813	1	0.412	11	None	GENOMAD.179151.VP	1.194e-37	145	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_49_length_1497_cov_2.059155_2	902	1495	594	1	0.382	11	AAT	GENOMAD.010142.VV	7.457e-59	203	0	0	1	2561	Caudoviricetes	NA	NA	PF04233	Uncharacterized conserved protein, contains phage Mu gpF-like domain
lane121s003971_bin.1.s_NODE_62_length_1260_cov_22.413356_1	2	1201	1200	1	0.375	11	None	GENOMAD.129421.VV	5.254e-22	102	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF17288	phage terminase, large subunit, PBSX family
lane121s003971_bin.1.s_NODE_93_length_923_cov_2.469267_1	2	790	789	-1	0.319	11	None	GENOMAD.032657.VV	1.886e-15	79	0	0	1	2561	Caudoviricetes	NA	NA	PF06605;PF18994	Phage-related protein
lane121s003971_bin.1.s_NODE_93_length_923_cov_2.469267_2	799	921	123	-1	0.293	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane121s003971_bin.1.s_NODE_121_length_784_cov_1.295615_1	1	363	363	1	0.460	11	None	GENOMAD.103642.VV	2.415e-19	85	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	phage protein, HK97 gp10 family
lane121s003971_bin.1.s_NODE_121_length_784_cov_1.295615_2	365	736	372	1	0.468	11	GGxGG	GENOMAD.059087.VV	1.886e-31	120	0	0	1	2561	Caudoviricetes	NA	NA	PF12691	Bacteriophage minor capsid protein
lane121s003972_bin.2.s_NODE_121_length_5056_cov_3.192207_1	54	149	96	-1	0.521	11	AGGAG	GENOMAD.086130.VV	3.785e-13	62	0	0	0	2561	Caudoviricetes	NA	NA	PF08222	CodY helix-turn-helix domain
lane121s003972_bin.2.s_NODE_121_length_5056_cov_3.192207_2	146	358	213	-1	0.516	11	None	GENOMAD.090155.VV	7.485e-40	141	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
